8.9,1718
8.91,1775
8.92,1840
8.93,1789
8.94,1697
8.95,1750
8.96,1818
8.97,1767
8.98,1759
8.99,1790
9,1763
9.01,1712
9.02,1751
9.03,1735
9.04,1783
9.05,1842
9.06,1790
9.07,1740
9.08,1811
9.09,1678
9.1,1801
9.11,1687
9.12,1764
9.13,1776
9.14,1800
9.15,1718
9.16,1757
9.17,1741
9.18,1682
9.19,1807
9.2,1736
9.21,1744
9.22,1767
9.23,1715
9.24,1735
9.25,1758
9.26,1738
9.27,1761
9.28,1784
9.29,1765
9.3,1769
9.31,1847
9.32,1862
9.33,1767
9.34,1743
9.35,1786
9.36,1780
9.37,1722
9.38,1728
9.39,1714
9.4,1764
9.41,1749
9.42,1723
9.43,1680
9.44,1756
9.45,1744
9.46,1750
9.47,1719
9.48,1744
9.49,1763
9.5,1720
9.51,1759
9.52,1798
9.53,1761
9.54,1752
9.55,1717
9.56,1694
9.57,1755
9.58,1716
9.59,1695
9.6,1707
9.61,1759
9.62,1737
9.63,1758
9.64,1772
9.65,1722
9.66,1776
9.67,1697
9.68,1775
9.69,1707
9.7,1698
9.71,1678
9.72,1733
9.73,1778
9.74,1639
9.75,1715
9.76,1669
9.77,1736
9.78,1697
9.79,1786
9.8,1724
9.81,1661
9.82,1753
9.83,1655
9.84,1714
9.85,1695
9.86,1703
9.87,1683
9.88,1675
9.89,1645
9.9,1784
9.91,1766
9.92,1673
9.93,1766
9.94,1794
9.95,1816
9.96,1762
9.97,1713
9.98,1801
9.99,1817
10,1790
10.01,1774
10.02,1799
10.03,1732
10.04,1731
10.05,1703
10.06,1721
10.07,1669
10.08,1738
10.09,1757
10.1,1730
10.11,1688
10.12,1662
10.13,1674
10.14,1675
10.15,1659
10.16,1782
10.17,1776
10.18,1737
10.19,1709
10.2,1685
10.21,1708
10.22,1722
10.23,1632
10.24,1681
10.25,1678
10.26,1711
10.27,1751
10.28,1613
10.29,1718
10.3,1674
10.31,1744
10.32,1648
10.33,1632
10.34,1712
10.35,1705
10.36,1749
10.37,1692
10.38,1658
10.39,1681
10.4,1688
10.41,1696
10.42,1686
10.43,1672
10.44,1640
10.45,1656
10.46,1660
10.47,1682
10.48,1684
10.49,1655
10.5,1702
10.51,1728
10.52,1660
10.53,1671
10.54,1669
10.55,1669
10.56,1723
10.57,1645
10.58,1602
10.59,1662
10.6,1708
10.61,1640
10.62,1633
10.63,1673
10.64,1682
10.65,1653
10.66,1632
10.67,1622
10.68,1661
10.69,1587
10.7,1673
10.71,1655
10.72,1689
10.73,1642
10.74,1664
10.75,1705
10.76,1687
10.77,1661
10.78,1612
10.79,1678
10.8,1722
10.81,1703
10.82,1625
10.83,1597
10.84,1617
10.85,1668
10.86,1679
10.87,1645
10.88,1644
10.89,1595
10.9,1602
10.91,1621
10.92,1642
10.93,1687
10.94,1683
10.95,1648
10.96,1670
10.97,1684
10.98,1677
10.99,1677
11,1631
11.01,1614
11.02,1664
11.03,1631
11.04,1610
11.05,1635
11.06,1660
11.07,1672
11.08,1644
11.09,1674
11.1,1641
